-0,913767809	-0,061013936	-0,302115485
0,63075642	0,792747889	0,827951302
0,162678969	-0,133643585	0,084885436
-0,998320821	-0,587201313	-0,651649116
-0,651288053	0,219686124	-0,028703547
0,77640818	-0,959147204	-0,16492505
0,773813298	-0,081991776	0,360330254
-0,225197482	0,153649976	0,102110993
0,338724747	0,60531566	0,598679295
-0,509548003	0,114561232	-0,035082462
-0,079735875	-0,162624649	-0,029469139
-0,062082914	0,912681889	0,622775968
-0,281795151	0,468871469	0,268604821
-0,408306641	0,49591592	0,234226895
-0,3942157	0,149805481	0,032197009
-0,181683751	0,107502436	0,091827961
0,84968457	-0,589257793	0,086319152
0,891634338	-0,450355976	0,186440149
-0,350728476	0,050049463	-0,010261713
0,018542537	-0,442531231	-0,158101724
-0,098672574	0,507010421	0,364737223
-0,814846292	-0,654938498	-0,618901616
-0,577606903	-0,112949629	-0,198812539
-0,99195437	0,992779592	0,298886007
-0,487549407	-0,776599982	-0,560979752
0,881742546	0,48050488	0,740999946
0,349925992	0,587974537	0,592755119
-0,415197429	-0,183887988	-0,176411764
0,300417199	-0,815710906	-0,269259664
0,051513434	-0,520191811	-0,191509713
0,663279928	-0,829634574	-0,132468773
-0,102278615	-0,300749788	-0,121361319
0,534888003	0,293611603	0,490122163
0,679292372	-0,054630928	0,338938392
-0,551042306	0,68962031	0,293355263
0,339657256	0,711776567	0,662928843
0,120903914	-0,631180858	-0,230346949
-0,867519304	0,643669772	0,139194141
0,811033553	0,387187401	0,656725862
-0,93298223	-0,776355687	-0,739006304
-0,250218355	0,906067091	0,543552913
0,138703865	0,847179758	0,663789401
0,004281535	-0,613457022	-0,266361599
-0,436305035	-0,609896714	-0,440460042
-0,550520341	-0,834723485	-0,621042228
0,062771229	-0,510397241	-0,181129853
0,134631545	0,9552655	0,727011918
0,931081414	0,829831733	0,970331605
0,89824751	0,578919712	0,806650831
-0,139058338	0,114541669	0,113101666
-0,15053507	-0,892723417	-0,495848078
-0,001172264	0,37185083	0,322641593
-0,37361665	-0,496448685	-0,347315871
0,238748643	0,099736119	0,255341129
-0,757907647	-0,859437497	-0,718825557
0,811399031	-0,461941538	0,147394689
0,243064411	-0,693570283	-0,218916405
0,253753104	0,877729387	0,728138874
-0,568773609	-0,225129461	-0,26258712
0,558827212	-0,922706429	-0,230092972
-0,530284921	0,465130263	0,166964189
-0,290337567	0,59564131	0,341249759
0,74190605	-0,378014771	0,169953557
-0,20310719	0,642566384	0,404296954
-0,025756207	0,569337208	0,431299842
0,766474242	-0,830459316	-0,091685893
-0,929481018	0,151482299	-0,180903028
-0,481058966	-0,436940342	-0,354587791
-0,368699968	-0,245159544	-0,194575714
-0,159887679	0,899345274	0,575652093
0,589306337	-0,221540462	0,202798257
-0,682235104	0,293264928	0,003064915
-0,917799493	0,511868808	0,040001488
0,784548862	-0,485712101	0,122392284
-0,317348019	0,241966632	0,118240771
0,375199187	-0,707904488	-0,174663018
0,567686747	0,192350286	0,44248487
-0,631478674	-0,431500975	-0,411492055
0,601706275	0,628025262	0,717497667
0,654290405	0,213727447	0,48995263
0,45715068	-0,568424428	-0,058194385
0,97855711	-0,240547838	0,347094141
-0,146853242	0,489396308	0,334896488
0,670314488	-0,763940601	-0,090238566
0,971791343	0,117498276	0,559215503
-0,912861402	-0,645840609	-0,652648926
0,195484973	0,877073819	0,70443828
0,158773498	0,566656142	0,503503085
-0,845371763	0,941303007	0,326633099
0,298600988	0,054355339	0,252053598
-0,493891208	0,521963778	0,215621784
-0,776298898	-0,470462233	-0,492796899
-0,762096997	-0,381574001	-0,433783199
0,423998658	0,462453859	0,547071779
0,642444153	0,016564251	0,366916211
0,333939532	-0,598540015	-0,125548196
-0,919829354	-0,736351524	-0,709742656
-0,032159597	-0,919731819	-0,46470293
-0,721279776	-0,160588444	-0,284864976
-0,857770402	-0,045201642	-0,270229146
-0,767369385	0,570330729	0,135250683
